,VRSB
1481,44.20000076293945
1482,43.20000076293945
1483,43.599998474121094
1484,42.20000076293945
1485,42.0
1486,44.79999923706055
1487,48.400001525878906
1488,46.599998474121094
1489,46.20000076293945
1490,45.400001525878906
1491,49.0
1492,46.0
1493,46.599998474121094
1494,46.0
1495,47.20000076293945
1496,45.79999923706055
1497,45.400001525878906
1498,45.599998474121094
1499,45.400001525878906
1500,63.0
1501,88.5999984741211
1502,57.0
1503,55.599998474121094
1504,58.20000076293945
1505,62.599998474121094
1506,65.80000305175781
1507,63.20000076293945
1508,66.0
1509,66.80000305175781
1510,66.19999694824219
1511,65.5999984741211
1512,66.5999984741211
1513,67.5999984741211
1514,65.80000305175781
1515,66.5999984741211
1516,65.0
1517,69.0
1518,67.4000015258789
1519,65.4000015258789
1520,65.80000305175781
1521,65.4000015258789
1522,63.599998474121094
1523,58.599998474121094
1524,53.400001525878906
1525,49.0
1526,49.599998474121094
1527,50.79999923706055
1528,51.20000076293945
1529,51.599998474121094
1530,52.400001525878906
1531,52.20000076293945
1532,52.400001525878906
1533,52.400001525878906
1534,52.0
1535,50.0
1536,49.20000076293945
1537,49.400001525878906
1538,49.400001525878906
1539,49.0
1540,49.20000076293945
1541,49.79999923706055
1542,49.400001525878906
1543,48.79999923706055
1544,48.79999923706055
1545,48.400001525878906
1546,48.599998474121094
1547,47.599998474121094
1548,47.599998474121094
1549,47.400001525878906
1550,47.599998474121094
1551,47.599998474121094
1552,48.0
1553,48.0
1554,47.20000076293945
1555,46.79999923706055
1556,46.400001525878906
1557,46.400001525878906
1558,45.599998474121094
1559,45.0
1560,45.599998474121094
1561,44.20000076293945
1562,45.400001525878906
1563,44.0
1564,44.79999923706055
1565,47.79999923706055
1566,46.599998474121094
1567,46.599998474121094
1568,45.0
1569,45.0
1570,45.0
1571,45.400001525878906
1572,45.400001525878906
1573,46.400001525878906
1574,46.400001525878906
1575,46.400001525878906
1576,46.20000076293945
1577,46.400001525878906
1578,46.20000076293945
1579,46.79999923706055
1580,46.0
1581,46.400001525878906
1582,45.599998474121094
1583,46.79999923706055
1584,46.0
1585,46.599998474121094
1586,46.79999923706055
1587,46.400001525878906
1588,49.0
1589,48.20000076293945
1590,48.0
1591,47.599998474121094
1592,48.20000076293945
1593,47.79999923706055
1594,48.400001525878906
1595,47.79999923706055
1596,48.0
1597,49.79999923706055
1598,50.0
1599,50.0
